input,State
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Critical
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Critical
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Critical
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Caution
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high,t:high,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high,t:high,t:high,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high,t:high,t:high,t:high,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high,t:high,t:high,t:high,t:high,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high,t:high,t:high,t:high,t:high,t:high,t:high",Nominal
"t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:med,t:high,t:high,t:high,t:high,t:high,t:high,t:high,t:high,t:high",Caution
