input,State
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Nominal
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Critical
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
"t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low,t:low",Caution
